product_id,product_name,category,age_group,nova,nutrition_score,ingredient_score,processing_score,additive_score,final_score,grade,cliff_penalty,dominant_nutrient,missing_data,flags
59,"Magnum Almond","Ice Cream",adult,4,39,31,100,80,36,C-,0,addedSugar,false,"amplified_exposure_category|sugar_split"
59,"Magnum Almond","Ice Cream",elderly,4,40,31,100,80,37,C-,0,addedSugar,false,"amplified_exposure_category|sugar_split"
60,"Magnum Chocolate","Ice Cream",child,4,28,45,100,80,34,C-,0,addedSugar,false,"amplified_exposure_category"
60,"Magnum Chocolate","Ice Cream",teen,4,49,45,100,80,41,C,0,addedSugar,false,"amplified_exposure_category"
60,"Magnum Chocolate","Ice Cream",adult,4,38,45,100,80,37,C-,0,addedSugar,false,"amplified_exposure_category"
60,"Magnum Chocolate","Ice Cream",elderly,4,39,45,100,80,38,C-,0,addedSugar,false,"amplified_exposure_category"
61,"Makino Roasted Masala Cashews","Chips & Snacks",child,3,48,59,100,75,51,C+,0,saturatedFat,false,"allergen_undeclared"
61,"Makino Roasted Masala Cashews","Chips & Snacks",teen,3,65,59,100,75,57,C+,0,saturatedFat,false,"allergen_undeclared"
61,"Makino Roasted Masala Cashews","Chips & Snacks",adult,3,58,59,100,75,55,C+,0,saturatedFat,false,"allergen_undeclared"
61,"Makino Roasted Masala Cashews","Chips & Snacks",elderly,3,58,59,100,75,55,C+,0,saturatedFat,false,"allergen_undeclared"
62,"Manna Health Mix","Health Drinks",child,1,77,100,100,100,92,A+,0,calories,false,"amplified_exposure_category"
62,"Manna Health Mix","Health Drinks",teen,1,85,100,100,100,95,A+,0,calories,false,"amplified_exposure_category"
62,"Manna Health Mix","Health Drinks",adult,1,81,100,100,100,93,A+,0,calories,false,"amplified_exposure_category"
62,"Manna Health Mix","Health Drinks",elderly,1,81,100,100,100,94,A+,0,calories,false,"amplified_exposure_category"
63,"MilkyMist Buttermilk","Dairy Drinks",child,3,55,59,100,96,58,C+,0,sodium,false,""
63,"MilkyMist Buttermilk","Dairy Drinks",teen,3,66,59,100,96,62,B,0,sodium,false,""
63,"MilkyMist Buttermilk","Dairy Drinks",adult,3,68,59,100,96,63,B,0,sodium,false,""
63,"MilkyMist Buttermilk","Dairy Drinks",elderly,3,68,59,100,96,63,B,0,sodium,false,""
64,"MilkyMist Chocolate Milkshake","Milkshakes",child,4,31,51,100,63,33,C-,0,addedSugar,false,"amplified_exposure_category"
64,"MilkyMist Chocolate Milkshake","Milkshakes",teen,4,50,51,100,63,39,C-,0,addedSugar,false,"amplified_exposure_category"
64,"MilkyMist Chocolate Milkshake","Milkshakes",adult,4,41,51,100,63,36,C-,0,addedSugar,false,"amplified_exposure_category"
64,"MilkyMist Chocolate Milkshake","Milkshakes",elderly,4,42,51,100,63,37,C-,0,addedSugar,false,"amplified_exposure_category"
65,"MilkyMist Ice Cream Bar","Ice Cream",child,4,46,34,100,80,39,C-,0,addedSugar,false,"amplified_exposure_category|sugar_split"
65,"MilkyMist Ice Cream Bar","Ice Cream",teen,4,50,34,100,80,40,C,0,addedSugar,false,"amplified_exposure_category|sugar_split"
65,"MilkyMist Ice Cream Bar","Ice Cream",adult,4,50,34,100,80,40,C,0,addedSugar,false,"amplified_exposure_category|sugar_split"
65,"MilkyMist Ice Cream Bar","Ice Cream",elderly,4,50,34,100,80,40,C,0,addedSugar,false,"amplified_exposure_category|sugar_split"
66,"MilkyMist Vanilla Milkshake","Milkshakes",child,4,36,46,100,59,34,C-,0,addedSugar,false,"amplified_exposure_category"
66,"MilkyMist Vanilla Milkshake","Milkshakes",teen,4,50,46,100,59,38,C-,0,addedSugar,false,"amplified_exposure_category"
66,"MilkyMist Vanilla Milkshake","Milkshakes",adult,4,46,46,100,59,37,C-,0,addedSugar,false,"amplified_exposure_category"
66,"MilkyMist Vanilla Milkshake","Milkshakes",elderly,4,47,46,100,59,37,C-,0,addedSugar,false,"amplified_exposure_category"
67,"Mirinda","Drinks",child,4,50,43,90,0,29,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
67,"Mirinda","Drinks",teen,4,50,43,90,0,29,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
67,"Mirinda","Drinks",adult,4,50,43,90,0,29,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
67,"Mirinda","Drinks",elderly,4,50,43,90,0,29,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
68,"Nandini Toned Milk","Milk",child,1,73,100,100,100,90,A+,0,transFat,false,""
68,"Nandini Toned Milk","Milk",teen,1,81,100,100,100,93,A+,0,transFat,false,""
68,"Nandini Toned Milk","Milk",adult,1,77,100,100,100,92,A+,0,transFat,false,""
68,"Nandini Toned Milk","Milk",elderly,1,77,100,100,100,92,A+,0,transFat,false,""
69,"Nestlé KitKat","Chocolates",child,4,7,35,90,71,13,D,10,addedSugar,false,""
69,"Nestlé KitKat","Chocolates",teen,4,23,35,90,71,29,D+,0,addedSugar,false,""
69,"Nestlé KitKat","Chocolates",adult,4,13,35,90,71,26,D+,0,addedSugar,false,""
69,"Nestlé KitKat","Chocolates",elderly,4,14,35,90,71,26,D+,0,addedSugar,false,""
70,"Nestlé Milkybar","Chocolates",child,4,5,48,100,96,19,D,10,addedSugar,false,""
70,"Nestlé Milkybar","Chocolates",teen,4,18,48,100,96,33,C-,0,addedSugar,false,""
70,"Nestlé Milkybar","Chocolates",adult,4,10,48,100,96,30,C-,0,addedSugar,false,""
70,"Nestlé Milkybar","Chocolates",elderly,4,11,48,100,96,30,C-,0,addedSugar,false,""
71,"Nestlé Munch","Chocolates",child,4,5,26,90,67,11,D,10,addedSugar,false,""
71,"Nestlé Munch","Chocolates",teen,4,17,26,90,67,25,D+,0,addedSugar,false,""
71,"Nestlé Munch","Chocolates",adult,4,9,26,90,67,23,D+,0,addedSugar,false,""
71,"Nestlé Munch","Chocolates",elderly,4,10,26,90,67,23,D+,0,addedSugar,false,""
72,"Oreo Chocolate Creme","Cream Biscuits",child,4,7,24,90,39,7,E,10,addedSugar,false,""
72,"Oreo Chocolate Creme","Cream Biscuits",teen,4,19,24,90,39,21,D+,0,addedSugar,false,""
72,"Oreo Chocolate Creme","Cream Biscuits",adult,4,11,24,90,39,19,D,0,addedSugar,false,""
72,"Oreo Chocolate Creme","Cream Biscuits",elderly,4,12,24,90,39,19,D,0,addedSugar,false,""
73,"Oreo Vanilla Creme","Biscuits",child,4,7,24,90,96,16,D,10,addedSugar,false,""
73,"Oreo Vanilla Creme","Biscuits",teen,4,18,24,90,96,30,C-,0,addedSugar,false,""
73,"Oreo Vanilla Creme","Biscuits",adult,4,11,24,90,96,28,D+,0,addedSugar,false,""
73,"Oreo Vanilla Creme","Biscuits",elderly,4,12,24,90,96,28,D+,0,addedSugar,false,""
74,"Paper Boat Aamras","Drinks",child,4,38,49,90,88,38,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
74,"Paper Boat Aamras","Drinks",teen,4,50,49,90,88,42,C,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
74,"Paper Boat Aamras","Drinks",adult,4,48,49,90,88,42,C,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
74,"Paper Boat Aamras","Drinks",elderly,4,50,49,90,88,42,C,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
75,"Paper Boat Coconut Water","Drinks",child,4,50,50,90,37,35,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
75,"Paper Boat Coconut Water","Drinks",teen,4,50,50,90,37,35,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
75,"Paper Boat Coconut Water","Drinks",adult,4,50,50,90,37,35,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
75,"Paper Boat Coconut Water","Drinks",elderly,4,50,50,90,37,35,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
76,"Parle Hide & Seek","Biscuits",child,4,11,31,90,96,18,D,10,addedSugar,false,""
76,"Parle Hide & Seek","Biscuits",teen,4,25,31,90,96,33,C-,0,addedSugar,false,""
76,"Parle Hide & Seek","Biscuits",adult,4,17,31,90,96,30,C-,0,addedSugar,false,""
76,"Parle Hide & Seek","Biscuits",elderly,4,17,31,90,96,30,C-,0,addedSugar,false,""
77,"Pepsi","Drinks",child,4,37,47,90,37,30,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
77,"Pepsi","Drinks",teen,4,50,47,90,37,34,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
77,"Pepsi","Drinks",adult,4,47,47,90,37,33,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
77,"Pepsi","Drinks",elderly,4,48,47,90,37,34,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
78,"Pluckk Tender Coconut Water","Drinks",child,1,86,100,100,100,95,A+,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
78,"Pluckk Tender Coconut Water","Drinks",teen,1,91,100,100,100,97,A+,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
78,"Pluckk Tender Coconut Water","Drinks",adult,1,89,100,100,100,96,A+,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
78,"Pluckk Tender Coconut Water","Drinks",elderly,1,89,100,100,100,96,A+,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
79,"Pran Potata Spicy Biscuit","Biscuits",child,4,19,35,100,85,30,C-,0,addedSugar,false,""
79,"Pran Potata Spicy Biscuit","Biscuits",teen,4,37,35,100,85,36,C-,0,addedSugar,false,""
79,"Pran Potata Spicy Biscuit","Biscuits",adult,4,27,35,100,85,33,C-,0,addedSugar,false,""
79,"Pran Potata Spicy Biscuit","Biscuits",elderly,4,28,35,100,85,33,C-,0,addedSugar,false,""
80,"Raw Pressery Coconut Water","Drinks",child,1,67,100,100,75,81,A,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
80,"Raw Pressery Coconut Water","Drinks",teen,1,80,100,100,75,85,A,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
80,"Raw Pressery Coconut Water","Drinks",adult,1,74,100,100,75,83,A,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
80,"Raw Pressery Coconut Water","Drinks",elderly,1,75,100,100,75,84,A,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
81,"Real Coconut Water","Drinks",child,3,80,59,100,54,58,C+,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
81,"Real Coconut Water","Drinks",teen,3,87,59,100,54,61,B,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
81,"Real Coconut Water","Drinks",adult,3,84,59,100,54,60,B,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
81,"Real Coconut Water","Drinks",elderly,3,84,59,100,54,60,B,0,totalSugar,false,"allergen_undeclared|amplified_exposure_category"
82,"Slice Mango Drink","Drinks",child,4,25,47,90,18,23,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
82,"Slice Mango Drink","Drinks",teen,4,46,47,90,18,30,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
82,"Slice Mango Drink","Drinks",adult,4,35,47,90,18,26,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
82,"Slice Mango Drink","Drinks",elderly,4,36,47,90,18,27,D+,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
83,"Sunfeast Dark Fantasy Choco Fills","Cream Biscuits",child,4,7,20,90,39,7,E,10,addedSugar,false,""
83,"Sunfeast Dark Fantasy Choco Fills","Cream Biscuits",teen,4,20,20,90,39,21,D+,0,addedSugar,false,""
83,"Sunfeast Dark Fantasy Choco Fills","Cream Biscuits",adult,4,12,20,90,39,19,D,0,addedSugar,false,""
83,"Sunfeast Dark Fantasy Choco Fills","Cream Biscuits",elderly,4,13,20,90,39,19,D,0,addedSugar,false,""
84,"Taali Masala Cashews","Dry Fruits & Nuts",child,4,38,43,100,67,35,C-,0,saturatedFat,false,""
84,"Taali Masala Cashews","Dry Fruits & Nuts",teen,4,50,43,100,67,39,C-,0,saturatedFat,false,""
84,"Taali Masala Cashews","Dry Fruits & Nuts",adult,4,47,43,100,67,38,C-,0,saturatedFat,false,""
84,"Taali Masala Cashews","Dry Fruits & Nuts",elderly,4,47,43,100,67,38,C-,0,saturatedFat,false,""
85,"Tata Sampann Premium Almonds","Chips & Snacks",child,1,68,100,100,100,89,A,0,calories,false,"allergen_undeclared"
85,"Tata Sampann Premium Almonds","Chips & Snacks",teen,1,80,100,100,100,93,A+,0,calories,false,"allergen_undeclared"
85,"Tata Sampann Premium Almonds","Chips & Snacks",adult,1,75,100,100,100,91,A+,0,calories,false,"allergen_undeclared"
85,"Tata Sampann Premium Almonds","Chips & Snacks",elderly,1,75,100,100,100,91,A+,0,calories,false,"allergen_undeclared"
86,"Tata Soulfull Choco Muesli","Muesli & Cereals",child,4,34,57,90,96,39,C-,0,addedSugar,false,""
86,"Tata Soulfull Choco Muesli","Muesli & Cereals",teen,4,50,57,90,96,44,C,0,addedSugar,false,""
86,"Tata Soulfull Choco Muesli","Muesli & Cereals",adult,4,42,57,90,96,41,C,0,addedSugar,false,""
86,"Tata Soulfull Choco Muesli","Muesli & Cereals",elderly,4,43,57,90,96,42,C,0,addedSugar,false,""
87,"Tata Soulfull Millet Muesli","Muesli & Cereals",child,4,44,57,90,96,42,C,0,totalSugar,false,""
87,"Tata Soulfull Millet Muesli","Muesli & Cereals",teen,4,50,57,90,96,44,C,0,totalSugar,false,""
87,"Tata Soulfull Millet Muesli","Muesli & Cereals",adult,4,50,57,90,96,44,C,0,totalSugar,false,""
87,"Tata Soulfull Millet Muesli","Muesli & Cereals",elderly,4,50,57,90,96,44,C,0,totalSugar,false,""
88,"Thums Up","Drinks",child,4,38,43,90,54,33,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
88,"Thums Up","Drinks",teen,4,50,43,90,54,37,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
88,"Thums Up","Drinks",adult,4,48,43,90,54,36,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
88,"Thums Up","Drinks",elderly,4,50,43,90,54,37,C-,0,addedSugar,false,"allergen_undeclared|amplified_exposure_category"
89,"Too Yumm NutriChips","Chips & Snacks",child,4,32,51,100,46,31,C-,0,sodium,false,""
89,"Too Yumm NutriChips","Chips & Snacks",teen,4,46,51,100,46,36,C-,0,sodium,false,""
89,"Too Yumm NutriChips","Chips & Snacks",adult,4,48,51,100,46,36,C-,0,sodium,false,""
89,"Too Yumm NutriChips","Chips & Snacks",elderly,4,49,51,100,46,36,C-,0,sodium,false,""
90,"Too Yumm Veggix","Chips & Snacks",child,4,37,47,100,67,35,C-,0,sodium,false,""
90,"Too Yumm Veggix","Chips & Snacks",teen,4,50,47,100,67,40,C,0,sodium,false,""
90,"Too Yumm Veggix","Chips & Snacks",adult,4,50,47,100,67,40,C,0,sodium,false,""
90,"Too Yumm Veggix","Chips & Snacks",elderly,4,50,47,100,67,40,C,0,sodium,false,""
91,"True Elements Raw Pumpkin Seeds","Seeds",child,1,54,100,100,100,84,A,0,saturatedFat,false,"allergen_undeclared"
91,"True Elements Raw Pumpkin Seeds","Seeds",teen,1,66,100,100,100,88,A,0,saturatedFat,false,"allergen_undeclared"
91,"True Elements Raw Pumpkin Seeds","Seeds",adult,1,60,100,100,100,86,A,0,saturatedFat,false,"allergen_undeclared"
91,"True Elements Raw Pumpkin Seeds","Seeds",elderly,1,60,100,100,100,86,A,0,saturatedFat,false,"allergen_undeclared"
92,"True Elements Raw Sunflower Seeds","Seeds",child,1,64,100,100,100,87,A,0,saturatedFat,false,"allergen_undeclared"
92,"True Elements Raw Sunflower Seeds","Seeds",teen,1,73,100,100,100,91,A+,0,saturatedFat,false,"allergen_undeclared"
92,"True Elements Raw Sunflower Seeds","Seeds",adult,1,69,100,100,100,89,A,0,saturatedFat,false,"allergen_undeclared"
92,"True Elements Raw Sunflower Seeds","Seeds",elderly,1,69,100,100,100,89,A,0,saturatedFat,false,"allergen_undeclared"
93,"Yoga Bar Blueberry Protein Bar","Protein Bars",child,4,36,54,100,75,37,C-,0,addedSugar,false,""
93,"Yoga Bar Blueberry Protein Bar","Protein Bars",teen,4,50,54,100,75,42,C,0,addedSugar,false,""
93,"Yoga Bar Blueberry Protein Bar","Protein Bars",adult,4,43,54,100,75,39,C-,0,addedSugar,false,""
93,"Yoga Bar Blueberry Protein Bar","Protein Bars",elderly,4,44,54,100,75,39,C-,0,addedSugar,false,""
94,"Yoga Bar Choco Chunk Protein Bar","Protein Bars",child,4,50,60,100,75,42,C,0,totalSugar,false,""
94,"Yoga Bar Choco Chunk Protein Bar","Protein Bars",teen,4,50,60,100,75,42,C,0,totalSugar,false,""
94,"Yoga Bar Choco Chunk Protein Bar","Protein Bars",adult,4,50,60,100,75,42,C,0,totalSugar,false,""
94,"Yoga Bar Choco Chunk Protein Bar","Protein Bars",elderly,4,50,60,100,75,42,C,0,totalSugar,false,""
95,"Yoga Bar Dark Chocolate Protein Bar","Protein Bars",child,4,46,54,100,96,43,C,0,addedSugar,false,""
95,"Yoga Bar Dark Chocolate Protein Bar","Protein Bars",teen,4,50,54,100,96,45,C,0,addedSugar,false,""
95,"Yoga Bar Dark Chocolate Protein Bar","Protein Bars",adult,4,50,54,100,96,45,C,0,addedSugar,false,""
95,"Yoga Bar Dark Chocolate Protein Bar","Protein Bars",elderly,4,50,54,100,96,45,C,0,addedSugar,false,""
96,"Yoga Bar Fruit & Nut Protein Bar","Protein Bars",child,4,31,45,100,75,34,C-,0,addedSugar,false,""
96,"Yoga Bar Fruit & Nut Protein Bar","Protein Bars",teen,4,47,45,100,75,40,C,0,addedSugar,false,""
96,"Yoga Bar Fruit & Nut Protein Bar","Protein Bars",adult,4,38,45,100,75,36,C-,0,addedSugar,false,""
96,"Yoga Bar Fruit & Nut Protein Bar","Protein Bars",elderly,4,39,45,100,75,37,C-,0,addedSugar,false,""
97,"Yoga Bar Millet Muesli","Muesli & Cereals",child,4,50,56,90,75,41,C,0,totalSugar,false,""
97,"Yoga Bar Millet Muesli","Muesli & Cereals",teen,4,50,56,90,75,41,C,0,totalSugar,false,""
97,"Yoga Bar Millet Muesli","Muesli & Cereals",adult,4,50,56,90,75,41,C,0,totalSugar,false,""
97,"Yoga Bar Millet Muesli","Muesli & Cereals",elderly,4,50,56,90,75,41,C,0,totalSugar,false,""
98,"Yoga Bar Muesli","Muesli & Cereals",child,4,50,60,90,75,41,C,0,addedSugar,false,""
98,"Yoga Bar Muesli","Muesli & Cereals",teen,4,50,60,90,75,41,C,0,addedSugar,false,""
98,"Yoga Bar Muesli","Muesli & Cereals",adult,4,50,60,90,75,41,C,0,addedSugar,false,""
98,"Yoga Bar Muesli","Muesli & Cereals",elderly,4,50,60,90,75,41,C,0,addedSugar,false,""
99,"Yoga Bar Nuts & Fruits Muesli","Muesli & Cereals",child,4,50,61,90,75,42,C,0,calories,false,""
99,"Yoga Bar Nuts & Fruits Muesli","Muesli & Cereals",teen,4,50,61,90,75,42,C,0,calories,false,""
99,"Yoga Bar Nuts & Fruits Muesli","Muesli & Cereals",adult,4,50,61,90,75,42,C,0,calories,false,""
99,"Yoga Bar Nuts & Fruits Muesli","Muesli & Cereals",elderly,4,50,61,90,75,42,C,0,calories,false,""
100,"Yoga Bar Pumpkin Seeds","Seeds",child,1,71,100,100,100,90,A+,0,calories,false,""
100,"Yoga Bar Pumpkin Seeds","Seeds",teen,1,78,100,100,100,92,A+,0,saturatedFat,false,""
100,"Yoga Bar Pumpkin Seeds","Seeds",adult,1,75,100,100,100,91,A+,0,calories,false,""
100,"Yoga Bar Pumpkin Seeds","Seeds",elderly,1,75,100,100,100,91,A+,0,saturatedFat,false,""
